メシウマスポット

タイトル,メモ,URL,タグ,コメント
炭火焼ホルモン ぐう 新橋,,https://www.google.com/maps/place/%E7%82%AD%E7%81%AB%E7%84%BC%E3%83%9B%E3%83%AB%E3%83%A2%E3%83%B3+%E3%81%90%E3%81%86+%E6%96%B0%E6%A9%8B/data=!4m2!3m1!1s0x60188bebc7474f7f:0x8f298476dc55f05e,,
鍵屋,気になる居酒屋,https://www.google.com/maps/place/%E9%8D%B5%E5%B1%8B/data=!4m2!3m1!1s0x60188e844db2b027:0x57e77e678eed70e6,,
正味亭 尾和（新橋駅前ビル1号館2F）,"Dの名前で予約すると良いらしい。
元Dの人がやってるとかなんとか",https://www.google.com/maps/place/%E6%AD%A3%E5%91%B3%E4%BA%AD+%E5%B0%BE%E5%92%8C%EF%BC%88%E6%96%B0%E6%A9%8B%E9%A7%85%E5%89%8D%E3%83%93%E3%83%AB1%E5%8F%B7%E9%A4%A82F%EF%BC%89/data=!4m2!3m1!1s0x60188bebdabbd6ff:0x2f838652ff64b660,,
TOS CURRY,気になるカレー,https://www.google.com/maps/place/TOS+CURRY/data=!4m2!3m1!1s0x60188fa9f4fe1dbd:0xd7a9d95e89c06b5e,,
三芳八（みよしや）,うま長崎ちゃんぽん,https://www.google.com/maps/place/%E4%B8%89%E8%8A%B3%E5%85%AB%EF%BC%88%E3%81%BF%E3%82%88%E3%81%97%E3%82%84%EF%BC%89/data=!4m2!3m1!1s0x60188be9b6536139:0xa817eafd4f5890dd,,
マルヤス酒場 北千住店 4号店,割とうまくてやすい、タバコが吸える、朝までやってる,https://www.google.com/maps/place/%E3%83%9E%E3%83%AB%E3%83%A4%E3%82%B9%E9%85%92%E5%A0%B4+%E5%8C%97%E5%8D%83%E4%BD%8F%E5%BA%97+4%E5%8F%B7%E5%BA%97/data=!4m2!3m1!1s0x60188f7eccf2e99d:0xb95fce161a1fe1fb,,
Ryumon,マルシンより美味い,https://www.google.com/maps/place/Ryumon/data=!4m2!3m1!1s0x600108e6a63e8ff5:0x67e9ba14ee316465,,
宿場,,https://www.google.com/maps/place/%E5%AE%BF%E5%A0%B4/data=!4m2!3m1!1s0x60188c03bc2a732b:0xaf4ee7764a1cc431,,
自家製さぬきうどんと肉 新橋甚三,"ウマうどん
新橋近くでは一番美味い気がする。コスパもいい。
決済方法もいろいろあって嬉しい。",https://www.google.com/maps/place/%E8%87%AA%E5%AE%B6%E8%A3%BD%E3%81%95%E3%81%AC%E3%81%8D%E3%81%86%E3%81%A9%E3%82%93%E3%81%A8%E8%82%89+%E6%96%B0%E6%A9%8B%E7%94%9A%E4%B8%89/data=!4m2!3m1!1s0x60188b982270cbe3:0x817583e911c5727b,,
FUGLEN COFFEE ROASTERS,,https://www.google.com/maps/place/FUGLEN+COFFEE+ROASTERS/data=!4m2!3m1!1s0x60188caf5d8a0b7f:0x46690a1c0fb7c814,,
やなわらばー,タツキおすすめの沖縄料理,https://www.google.com/maps/place/%E3%82%84%E3%81%AA%E3%82%8F%E3%82%89%E3%81%B0%E3%83%BC/data=!4m2!3m1!1s0x601889004939d305:0x1dff0371b5cc5d92,,
飲み食い処 ぽちゃ,喫煙できて飯がうまい,https://www.google.com/maps/place/%E9%A3%B2%E3%81%BF%E9%A3%9F%E3%81%84%E5%87%A6+%E3%81%BD%E3%81%A1%E3%82%83/data=!4m2!3m1!1s0x60188de36c4e1c23:0x1aea2014d574ac0e,,
そば さやか,肉そば、ありえん美味い。ギルティー,https://www.google.com/maps/place/%E3%81%9D%E3%81%B0+%E3%81%95%E3%82%84%E3%81%8B/data=!4m2!3m1!1s0x60188be6dff54ebb:0x98efb860d7e751cd,,
梅酒おたのしみ処 うめ子,梅酒が飲み放題．長く続いてほしいので是非行ってもらいたい．,https://www.google.com/maps/place/%E6%A2%85%E9%85%92%E3%81%8A%E3%81%9F%E3%81%AE%E3%81%97%E3%81%BF%E5%87%A6+%E3%81%86%E3%82%81%E5%AD%90/data=!4m2!3m1!1s0x6007a7da7660ade1:0x485ce5f2f6abb0d5,,
生まぐろ丼専門店 むろ丸,コスパはあんまりよくないけど本まぐろがちゃんと美味しかった,https://www.google.com/maps/place/%E7%94%9F%E3%81%BE%E3%81%90%E3%82%8D%E4%B8%BC%E5%B0%82%E9%96%80%E5%BA%97+%E3%82%80%E3%82%8D%E4%B8%B8/data=!4m2!3m1!1s0x6006174f56d295e7:0x12593cb5a930d18c,,
新橋・樽生ビール専門店 クーパーエールズ,,https://www.google.com/maps/place/%E6%96%B0%E6%A9%8B%E3%83%BB%E6%A8%BD%E7%94%9F%E3%83%93%E3%83%BC%E3%83%AB%E5%B0%82%E9%96%80%E5%BA%97+%E3%82%AF%E3%83%BC%E3%83%91%E3%83%BC%E3%82%A8%E3%83%BC%E3%83%AB%E3%82%BA/data=!4m2!3m1!1s0x60188bea25b087a5:0xd40b0ce36e5d129d,,
中華そば丸田屋 南紀白浜店,,https://www.google.com/maps/place/%E4%B8%AD%E8%8F%AF%E3%81%9D%E3%81%B0%E4%B8%B8%E7%94%B0%E5%B1%8B+%E5%8D%97%E7%B4%80%E7%99%BD%E6%B5%9C%E5%BA%97/data=!4m2!3m1!1s0x6007a76549a280f1:0x53835948e4dba84c,,
大皿惣菜 まぁる,,https://www.google.com/maps/place/%E5%A4%A7%E7%9A%BF%E6%83%A3%E8%8F%9C+%E3%81%BE%E3%81%81%E3%82%8B/data=!4m2!3m1!1s0x6007a0fd1e4dee5b:0x3df13ed50fa8a39d,,
鶴一家 neo,,https://www.google.com/maps/place/%E9%B6%B4%E4%B8%80%E5%AE%B6+neo/data=!4m2!3m1!1s0x60185dd1f76c0b3b:0x56351e864f67679e,,
インディアンダイニング マザーインディア 表参道ヒルズ店 (Mother India),,https://www.google.com/maps/place/%E3%82%A4%E3%83%B3%E3%83%87%E3%82%A3%E3%82%A2%E3%83%B3%E3%83%80%E3%82%A4%E3%83%8B%E3%83%B3%E3%82%B0+%E3%83%9E%E3%82%B6%E3%83%BC%E3%82%A4%E3%83%B3%E3%83%87%E3%82%A3%E3%82%A2+%E8%A1%A8%E5%8F%82%E9%81%93%E3%83%92%E3%83%AB%E3%82%BA%E5%BA%97+(Mother+India)/data=!4m2!3m1!1s0x60188c9fa9266f55:0xef3bc6880e23c06d,,
Café Kitsuné Aoyama,,https://www.google.com/maps/place/Caf%C3%A9+Kitsun%C3%A9+Aoyama/data=!4m2!3m1!1s0x60188b61d3517c27:0xeda749f60389e242,,
目黒ひいらぎ 碑文谷公園通り店,,https://www.google.com/maps/place/%E7%9B%AE%E9%BB%92%E3%81%B2%E3%81%84%E3%82%89%E3%81%8E+%E7%A2%91%E6%96%87%E8%B0%B7%E5%85%AC%E5%9C%92%E9%80%9A%E3%82%8A%E5%BA%97/data=!4m2!3m1!1s0x6018f4cf20d04deb:0xfa81359617027c9e,,
爛漫東京,めちゃくちゃ美味いしタバコが吸える,https://www.google.com/maps/place/%E7%88%9B%E6%BC%AB%E6%9D%B1%E4%BA%AC/data=!4m2!3m1!1s0x6018efe48ebacd7f:0x53dd8739c0171b7f,,
國定 勝どき店,,https://www.google.com/maps/place/%E5%9C%8B%E5%AE%9A+%E5%8B%9D%E3%81%A9%E3%81%8D%E5%BA%97/data=!4m2!3m1!1s0x6018897ea89a50d7:0x3d19d573d37b0203,,
サニーダイナー,ウマハンバーガー,https://www.google.com/maps/place/%E3%82%B5%E3%83%8B%E3%83%BC%E3%83%80%E3%82%A4%E3%83%8A%E3%83%BC/data=!4m2!3m1!1s0x60188e466d52538f:0x49da4f2353c1be39,,
ル・ブラン 銀座店,礼彩が好きなお店,https://www.google.com/maps/place/%E3%83%AB%E3%83%BB%E3%83%96%E3%83%A9%E3%83%B3+%E9%8A%80%E5%BA%A7%E5%BA%97/data=!4m2!3m1!1s0x60188be6895a6431:0x76cf62c840318224,,
ナマステグル カレー大垣店,,https://www.google.com/maps/place/%E3%83%8A%E3%83%9E%E3%82%B9%E3%83%86%E3%82%B0%E3%83%AB+%E3%82%AB%E3%83%AC%E3%83%BC%E5%A4%A7%E5%9E%A3%E5%BA%97/data=!4m2!3m1!1s0x6003b1920bfa99db:0xa9298a72512f5700,,
Rakuda,麻婆豆腐がかなり痺れる。辛め。,https://www.google.com/maps/place/Rakuda/data=!4m2!3m1!1s0x600109acdb4c7ed1:0x4278aafdbc38e379,,
鳥めし 鳥藤分店,めちゃくちゃテンションが上がる親子丼,https://www.google.com/maps/place/%E9%B3%A5%E3%82%81%E3%81%97+%E9%B3%A5%E8%97%A4%E5%88%86%E5%BA%97/data=!4m2!3m1!1s0x60188bdf1e445475:0xd13721312155788b,,
食堂弐番,メチャウマ和食,https://www.google.com/maps/place/%E9%A3%9F%E5%A0%82%E5%BC%90%E7%95%AA/data=!4m2!3m1!1s0x60188b76cc49339d:0xc166fc6e1d69873f,,
珈琲屋らんぷ 大垣店,"作業用にいい
コーヒー美味しくない",https://www.google.com/maps/place/%E7%8F%88%E7%90%B2%E5%B1%8B%E3%82%89%E3%82%93%E3%81%B7+%E5%A4%A7%E5%9E%A3%E5%BA%97/data=!4m2!3m1!1s0x6003b175ee660c8f:0x25c264548b6676b4,,
鶴見天近,,https://www.google.com/maps/place/%E9%B6%B4%E8%A6%8B%E5%A4%A9%E8%BF%91/data=!4m2!3m1!1s0x6003b19f4a349c75:0x6881c4f40a530cb,,
そば うどん おくとね,天ぷらうどんがうまそう,https://www.google.com/maps/place/%E3%81%9D%E3%81%B0+%E3%81%86%E3%81%A9%E3%82%93+%E3%81%8A%E3%81%8F%E3%81%A8%E3%81%AD/data=!4m2!3m1!1s0x60188be9b6536139:0x91063a3b47ab70eb,,
豚大学 新橋校舎,気になる,https://www.google.com/maps/place/%E8%B1%9A%E5%A4%A7%E5%AD%A6+%E6%96%B0%E6%A9%8B%E6%A0%A1%E8%88%8E/data=!4m2!3m1!1s0x60188bea2ab883e3:0xab29ddb3a197b941,,
焼鳥 たすく,煙草が吸えて、10人でも予約ができる。おいしい。,https://www.google.com/maps/place/%E7%84%BC%E9%B3%A5+%E3%81%9F%E3%81%99%E3%81%8F/data=!4m2!3m1!1s0x60188bebee8f6321:0x20f9e684911ea56a,,
立喰 そば うどん 丹波屋,春菊天そばがうまい,https://www.google.com/maps/place/%E7%AB%8B%E5%96%B0+%E3%81%9D%E3%81%B0+%E3%81%86%E3%81%A9%E3%82%93+%E4%B8%B9%E6%B3%A2%E5%B1%8B/data=!4m2!3m1!1s0x60188bea2ab883e3:0x693955a4780659d0,,
カフェテラス ポンヌフ,ナポリタンがうまい,https://www.google.com/maps/place/%E3%82%AB%E3%83%95%E3%82%A7%E3%83%86%E3%83%A9%E3%82%B9+%E3%83%9D%E3%83%B3%E3%83%8C%E3%83%95/data=!4m2!3m1!1s0x60188be9b6536139:0x4323c0f172539c54,,
ちょぼちょぼ,,https://www.google.com/maps/place/%E3%81%A1%E3%82%87%E3%81%BC%E3%81%A1%E3%82%87%E3%81%BC/data=!4m2!3m1!1s0x60010f53e8178455:0x5527707684182c5d,,
居酒屋 壇太,餃子がめちゃうまい,https://www.google.com/maps/place/%E5%B1%85%E9%85%92%E5%B1%8B+%E5%A3%87%E5%A4%AA/data=!4m2!3m1!1s0x60188aff7c985147:0x841bcb789679f0b9,,
香妃園,うまい中華,https://www.google.com/maps/place/%E9%A6%99%E5%A6%83%E5%9C%92/data=!4m2!3m1!1s0x60188b9d244b3e0b:0x49c4032456b8ed19,,
ビーフン東,やさしいビーフンが食べられる,https://www.google.com/maps/place/%E3%83%93%E3%83%BC%E3%83%95%E3%83%B3%E6%9D%B1/data=!4m2!3m1!1s0x60188be9b6536139:0x2725a95bf8978173,,
活魚料理 ととや,健康的な気持ちになれる,https://www.google.com/maps/place/%E6%B4%BB%E9%AD%9A%E6%96%99%E7%90%86+%E3%81%A8%E3%81%A8%E3%82%84/data=!4m2!3m1!1s0x60188be9b04546c5:0x65d3687531da7a13,,
焼酎Bar秘蔵,焼酎を中心に1000種類あるらしい,https://www.google.com/maps/place/%E7%84%BC%E9%85%8EBar%E7%A7%98%E8%94%B5/data=!4m2!3m1!1s0x60188ed85b7c6781:0x34bfa205cf29a70,,
モツ酒場 kogane （こがね）,メチャウマ,https://www.google.com/maps/place/%E3%83%A2%E3%83%84%E9%85%92%E5%A0%B4+kogane+%EF%BC%88%E3%81%93%E3%81%8C%E3%81%AD%EF%BC%89/data=!4m2!3m1!1s0x60188d52acf020dd:0xafae2400eb9dcb8d,,
おばんざいや 喜月,"山岸さんに内定式に連れて行ってもらった。
静かで美味い",https://www.google.com/maps/place/%E3%81%8A%E3%81%B0%E3%82%93%E3%81%96%E3%81%84%E3%82%84+%E5%96%9C%E6%9C%88/data=!4m2!3m1!1s0x60188bebc941e39d:0xdb5a10632227345b,,
烏森百薬,"山岸さんが電通で教えてもらったお店らしい
おでんの出汁割りの日本酒が美味い",https://www.google.com/maps/place/%E7%83%8F%E6%A3%AE%E7%99%BE%E8%96%AC/data=!4m2!3m1!1s0x60188b0d854ae247:0x9373d77d997cbbf2,,
手打蕎麦 ごとう,飲める蕎麦屋、月〜木は酒が安い,https://www.google.com/maps/place/%E6%89%8B%E6%89%93%E8%95%8E%E9%BA%A6+%E3%81%94%E3%81%A8%E3%81%86/data=!4m2!3m1!1s0x6018f3480e36f7af:0x70bf45862c8ac8b4,,
ＢａｒＧＬＥＮ,,https://www.google.com/maps/place/%EF%BC%A2%EF%BD%81%EF%BD%92%EF%BC%A7%EF%BC%AC%EF%BC%A5%EF%BC%AE/data=!4m2!3m1!1s0x601860324531d5c3:0x37bf93df14a7ed0a,,
Bar buffalo,廣田さんが月一で通ってるらしい,https://www.google.com/maps/place/Bar+buffalo/data=!4m2!3m1!1s0x60188b3cd0b53de7:0xdd1afa19e04466b0,,
羊肉炭火焼 肉汁屋 新橋店,ラムが美味い,https://www.google.com/maps/place/%E7%BE%8A%E8%82%89%E7%82%AD%E7%81%AB%E7%84%BC+%E8%82%89%E6%B1%81%E5%B1%8B+%E6%96%B0%E6%A9%8B%E5%BA%97/data=!4m2!3m1!1s0x60188bea1af602f7:0x6d3f136a9d501ebf,,
あさ利,長久さんおすすめのラーメン,https://www.google.com/maps/place/%E3%81%82%E3%81%95%E5%88%A9/data=!4m2!3m1!1s0x5f9b9ef792c66cd5:0xd73da17db15540a6,,
ラーメンバルゆきかげ 東京根津店,マッスーおすすめのラーメン,https://www.google.com/maps/place/%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3%E3%83%90%E3%83%AB%E3%82%86%E3%81%8D%E3%81%8B%E3%81%92+%E6%9D%B1%E4%BA%AC%E6%A0%B9%E6%B4%A5%E5%BA%97/data=!4m2!3m1!1s0x60188d8f4bd37c37:0xa9487f3cc2ef62b2,,
ガネー舎,"美味しいカレー
うちの社員がよく使う",https://www.google.com/maps/place/%E3%82%AC%E3%83%8D%E3%83%BC%E8%88%8E/data=!4m2!3m1!1s0x60188bc1efb9e031:0xc71293a1e5012ea4,,
ナイルレストラン,"日本で最古のインド料理屋。メニューはたくさんあるが、ムルギーランチ以外頼むのは禁止。ホロホロに煮た骨付きの鶏肉が目の前でほぐされてカレーに投入される。by Keisuke
三代前の店長がスパイらしい",https://www.google.com/maps/place/%E3%83%8A%E3%82%A4%E3%83%AB%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3/data=!4m2!3m1!1s0x60188be728a6a2b3:0x4de7390265c0b7b1,,
Soul Bar The Beach Lounge,"煙草はビルの外の階段で吸える。
ジーブラが来ることがあるらしい",https://www.google.com/maps/place/Soul+Bar+The+Beach+Lounge/data=!4m2!3m1!1s0x60188b9fb669290d:0x74bb513a8c183801,,
PACE ITALIAN LOUNGE,"結構美味かった
プロジェクターもあるので催しで使えたりする",https://www.google.com/maps/place/PACE+ITALIAN+LOUNGE/data=!4m2!3m1!1s0x60188ba1022b0ebf:0x1df660d72e54220c,,
芝大門 BAR 新海,"喫煙可能
飲み物美味い",https://www.google.com/maps/place/%E8%8A%9D%E5%A4%A7%E9%96%80+BAR+%E6%96%B0%E6%B5%B7/data=!4m2!3m1!1s0x60188b765286a43b:0x192447ea1356750a,,
黒猫夜 赤坂店,酢豚がおいしい,https://www.google.com/maps/place/%E9%BB%92%E7%8C%AB%E5%A4%9C+%E8%B5%A4%E5%9D%82%E5%BA%97/data=!4m2!3m1!1s0x60188c7ed6fc4757:0xf4b8a88b33238a46,,
70s Soul & Hit's BAR 鶴千,真っ赤っかで居心地いい。19時くらいまでドリンク半額,https://www.google.com/maps/place/70s+Soul+%26+Hit's+BAR+%E9%B6%B4%E5%8D%83/data=!4m2!3m1!1s0x60188c7ed3e22763:0xb4dca5e5f0ce924b,,
hakbo (薄暮 ハクボ),おしゃ居酒屋。音楽聴ける。DJいる場合もある,https://www.google.com/maps/place/hakbo+(%E8%96%84%E6%9A%AE+%E3%83%8F%E3%82%AF%E3%83%9C)/data=!4m2!3m1!1s0x60188db9320ddbfd:0x34987503e24c4e8a,,
NEMS,,https://www.google.com/maps/place/NEMS/data=!4m2!3m1!1s0x6003a918c596b78b:0x1aee3ff2c0092e62,,
イマカツ 赤坂店,ささみカツがおいしい,https://www.google.com/maps/place/%E3%82%A4%E3%83%9E%E3%82%AB%E3%83%84+%E8%B5%A4%E5%9D%82%E5%BA%97/data=!4m2!3m1!1s0x60188d2ff3b65cc7:0xdf8233911bb1d35d,,
楊国福マーラータン 赤坂店,ダイアン津田が行っていたでお馴染みの,https://www.google.com/maps/place/%E6%A5%8A%E5%9B%BD%E7%A6%8F%E3%83%9E%E3%83%BC%E3%83%A9%E3%83%BC%E3%82%BF%E3%83%B3+%E8%B5%A4%E5%9D%82%E5%BA%97/data=!4m2!3m1!1s0x60188b0bcc7775b7:0x4587304d829b8601,,
わらやき屋 赤坂,カツオ,https://www.google.com/maps/place/%E3%82%8F%E3%82%89%E3%82%84%E3%81%8D%E5%B1%8B+%E8%B5%A4%E5%9D%82/data=!4m2!3m1!1s0x60188b8746b925d3:0xddadcf1cd3a7ce44,,
We are the farm 赤坂,恵比寿とかにもあるやつ。ガッツリを避けたい時に,https://www.google.com/maps/place/We+are+the+farm+%E8%B5%A4%E5%9D%82/data=!4m2!3m1!1s0x60188bc6b06c8831:0xa8e7352cc47ebd24,,
sansa赤坂,クラフトビール飲める。ちょい高だけどあんま混んでないのでいい。ランチもやってるらしい,https://www.google.com/maps/place/sansa%E8%B5%A4%E5%9D%82/data=!4m2!3m1!1s0x60188b843f6ed241:0xb20097290dcf6c60,,
しゅん,〜4人でこじんまり飲む時使いやすい,https://www.google.com/maps/place/%E3%81%97%E3%82%85%E3%82%93/data=!4m2!3m1!1s0x60188b81ce8e4005:0xfbde5e8fed33c276,,
中国料理 かおたん,深夜までやってる。バナナマンがラジオ終わりによく行くとこ,https://www.google.com/maps/place/%E4%B8%AD%E5%9B%BD%E6%96%99%E7%90%86+%E3%81%8B%E3%81%8A%E3%81%9F%E3%82%93/data=!4m2!3m1!1s0x60188b811b69886b:0x95f0e9c56a75b379,,
かおたんラーメン エントツ屋 南青山店,,https://www.google.com/maps/place/%E3%81%8B%E3%81%8A%E3%81%9F%E3%82%93%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3+%E3%82%A8%E3%83%B3%E3%83%88%E3%83%84%E5%B1%8B+%E5%8D%97%E9%9D%92%E5%B1%B1%E5%BA%97/data=!4m2!3m1!1s0x60188b7b1cf6bafd:0x166c7b611d167137,,
スナック45,2件目におすすめ。喫煙可能,https://www.google.com/maps/place/%E3%82%B9%E3%83%8A%E3%83%83%E3%82%AF45/data=!4m2!3m1!1s0x60188b00544fcbf5:0xb9118d165bb0e29f,,
くずし割烹 Kinsaku,,https://www.google.com/maps/place/%E3%81%8F%E3%81%9A%E3%81%97%E5%89%B2%E7%83%B9+Kinsaku/data=!4m2!3m1!1s0x601861d6c50d0957:0xf83cef5fb35e0a39,,
麦とろ 大垣本店,,https://www.google.com/maps/place/%E9%BA%A6%E3%81%A8%E3%82%8D+%E5%A4%A7%E5%9E%A3%E6%9C%AC%E5%BA%97/data=!4m2!3m1!1s0x6003b1bb33a0f947:0x83b90cf1f36215d5,,
Solana,テキーラが美味い、、、,https://www.google.com/maps/place/Solana/data=!4m2!3m1!1s0x6018612d62a55f9d:0x75446dbafcedde02,,
小西製麺所,,https://www.google.com/maps/place/%E5%B0%8F%E8%A5%BF%E8%A3%BD%E9%BA%BA%E6%89%80/data=!4m2!3m1!1s0x3553881e74f72691:0xbf63b5d8fb6aeb0d,,
天七 (本店),"気になる立ち呑み
喫煙可",https://www.google.com/maps/place/%E5%A4%A9%E4%B8%83+(%E6%9C%AC%E5%BA%97)/data=!4m2!3m1!1s0x60188e4f836f85e5:0x4d4ed58630415a32,,
居酒屋 立呑み中華 起率礼 自由が丘,気になる立ち呑み,https://www.google.com/maps/place/%E5%B1%85%E9%85%92%E5%B1%8B+%E7%AB%8B%E5%91%91%E3%81%BF%E4%B8%AD%E8%8F%AF+%E8%B5%B7%E7%8E%87%E7%A4%BC+%E8%87%AA%E7%94%B1%E3%81%8C%E4%B8%98/data=!4m2!3m1!1s0x6018f5002f23f21f:0xd20bfd5835369889,,
四川亭,花椒が異常なほど美味い．かけ放題．汁なし担々麺がおすすめ．,https://www.google.com/maps/place/%E5%9B%9B%E5%B7%9D%E4%BA%AD/data=!4m2!3m1!1s0x6001085005ed3dbd:0x722702e1913831e6,,
Takayasu,唐揚げが美味しい,https://www.google.com/maps/place/Takayasu/data=!4m2!3m1!1s0x60010849f6aaaaab:0x5a7badff443d2d3f,,
GRANDIR Kyoto Porta Store,バター丸々入ったメロンパンが美味しい,https://www.google.com/maps/place/GRANDIR+Kyoto+Porta+Store/data=!4m2!3m1!1s0x6001090b42371e99:0xa6f9eec8ab690394,,
World Coffee Colorado - Kyoto Station Hachijo Entrance,白川本店が潰れたので直営店はここと醍醐店のみ。モーニングが美味しい。,https://www.google.com/maps/place/World+Coffee+Colorado+-+Kyoto+Station+Hachijo+Entrance/data=!4m2!3m1!1s0x600108aeacc3d0eb:0xa55f6c725312afc1,,
Grill Capital Touyoutei - Kintetsu Miyakomichi,東洋亭のなかで比較的混んでない。ランチが思いのほかリーズナブル。,https://www.google.com/maps/place/Grill+Capital+Touyoutei+-+Kintetsu+Miyakomichi/data=!4m2!3m1!1s0x600108a93e95541d:0xbb7b14c8faabe514,,
Dorf,モーニングはミックスサンドがおすすめ,https://www.google.com/maps/place/Dorf/data=!4m2!3m1!1s0x6001a7863f057f61:0x25da8c19ca1bdb4c,,
bar g 【バーグラム】,,https://www.google.com/maps/place/bar+g+%E3%80%90%E3%83%90%E3%83%BC%E3%82%B0%E3%83%A9%E3%83%A0%E3%80%91/data=!4m2!3m1!1s0x355229f55257a3e5:0xcb3719301d3ed0f3,,
SONGBIRD COFFEE,たまごサンドが本当に美味しい,https://www.google.com/maps/place/SONGBIRD+COFFEE/data=!4m2!3m1!1s0x6001088f47313a21:0x683bc806f8f8c7d4,,
SIESTA,,https://www.google.com/maps/place/SIESTA/data=!4m2!3m1!1s0x6001097fd140571f:0x355825ddabd7a858,,
立呑み8 本店,,https://www.google.com/maps/place/%E7%AB%8B%E5%91%91%E3%81%BF8+%E6%9C%AC%E5%BA%97/data=!4m2!3m1!1s0x60188a7b8d1a9f49:0xb3cb06c7cb60eb53,,
千住メンチ館,二階は喫煙可,https://www.google.com/maps/place/%E5%8D%83%E4%BD%8F%E3%83%A1%E3%83%B3%E3%83%81%E9%A4%A8/data=!4m2!3m1!1s0x60188f5f6f1727ad:0x156d7da45013b286,,
アガリコ1/3北千住,気になる,https://www.google.com/maps/place/%E3%82%A2%E3%82%AC%E3%83%AA%E3%82%B31%2F3%E5%8C%97%E5%8D%83%E4%BD%8F/data=!4m2!3m1!1s0x60188e4f884610d5:0x61459ab2e061a967,,
愛とへいわ,はなかさんがおすすめしてた居酒屋,https://www.google.com/maps/place/%E6%84%9B%E3%81%A8%E3%81%B8%E3%81%84%E3%82%8F/data=!4m2!3m1!1s0x5f0b29a43a876fd5:0x42789ff47fdd30d0,,
カウダ,さんたの高校同期がおすすめしてた,https://www.google.com/maps/place/%E3%82%AB%E3%82%A6%E3%83%80/data=!4m2!3m1!1s0x601a4a1e1d935c2b:0xc3f46167f04514b7,,
新発田,"喫煙可能
安くて美味い、日本酒も種類がある",https://www.google.com/maps/place/%E6%96%B0%E7%99%BA%E7%94%B0/data=!4m2!3m1!1s0x60188e24a626c987:0x924fcdc25ad8ebc8,,
バー木家下/Bar Kokage,一見さんお断りだけどサンタと共にならまず行ける。,https://www.google.com/maps/place/%E3%83%90%E3%83%BC%E6%9C%A8%E5%AE%B6%E4%B8%8B%2FBar+Kokage/data=!4m2!3m1!1s0x60188c7eed59d1c9:0x1ec32214de6818e2,,
銀座 こじま屋,土田サブリーがおすすめ,https://www.google.com/maps/place/%E9%8A%80%E5%BA%A7+%E3%81%93%E3%81%98%E3%81%BE%E5%B1%8B/data=!4m2!3m1!1s0x60188be5f0b480ed:0x1b66ca14680c1b72,,
ひんな,,https://www.google.com/maps/place/%E3%81%B2%E3%82%93%E3%81%AA/data=!4m2!3m1!1s0x6018f50066899209:0x47fe26e0a2b181b4,,
ピッコログランデ,土田サブリーがおすすめ,https://www.google.com/maps/place/%E3%83%94%E3%83%83%E3%82%B3%E3%83%AD%E3%82%B0%E3%83%A9%E3%83%B3%E3%83%87/data=!4m2!3m1!1s0x60188ba1b6f4d7a5:0x818d4aa0b4072ee4,,
トラットリア ケ パッキア,土田サブリーがおすすめ,https://www.google.com/maps/place/%E3%83%88%E3%83%A9%E3%83%83%E3%83%88%E3%83%AA%E3%82%A2+%E3%82%B1+%E3%83%91%E3%83%83%E3%82%AD%E3%82%A2/data=!4m2!3m1!1s0x60188b9fb66bffff:0x9e1096bfe5bc5b1f,,
ピアット スズキ,土田サブリーがおすすめ,https://www.google.com/maps/place/%E3%83%94%E3%82%A2%E3%83%83%E3%83%88+%E3%82%B9%E3%82%BA%E3%82%AD/data=!4m2!3m1!1s0x60188b9f0cbae6e9:0xf0b3494a9949fd41,,
鷹一,,https://www.google.com/maps/place/%E9%B7%B9%E4%B8%80/data=!4m2!3m1!1s0x60185c5ffea7655b:0xf1cc3c0c8ba5f385,,
Brasserie Beer Blvd.,アサヒビールの飲み方が選べる。おいしい。,https://www.google.com/maps/place/Brasserie+Beer+Blvd./data=!4m2!3m1!1s0x60188bea787dc39f:0x7f02d712247cbf05,,
ホルモン まさる,,https://www.google.com/maps/place/%E3%83%9B%E3%83%AB%E3%83%A2%E3%83%B3+%E3%81%BE%E3%81%95%E3%82%8B/data=!4m2!3m1!1s0x60188bb1261f7d3b:0x6a349f8da40f01f0,,
Life is Better… from Yume Wo Katare,ここの夢語も美味い,https://www.google.com/maps/place/Life+is+Better%E2%80%A6+from+Yume+Wo+Katare/data=!4m2!3m1!1s0x60188da79b37c4d9:0x6bd0e8681a90ef5f,,
讃岐ブルース イイダバシ,冷やしおろしぶっかけが激美味い,https://www.google.com/maps/place/%E8%AE%83%E5%B2%90%E3%83%96%E3%83%AB%E3%83%BC%E3%82%B9+%E3%82%A4%E3%82%A4%E3%83%80%E3%83%90%E3%82%B7/data=!4m2!3m1!1s0x60188d74f1c50b31:0xc6ca29a955193c9d,,
原宿餃子樓,餃子が安くて美味い,https://www.google.com/maps/place/%E5%8E%9F%E5%AE%BF%E9%A4%83%E5%AD%90%E6%A8%93/data=!4m2!3m1!1s0x60188ca46f48ab17:0x8b30eb7879902bda,,
KAIMAKK,,https://www.google.com/maps/place/KAIMAKK/data=!4m2!3m1!1s0x409fffff5d4aef3f:0xa813ca715f6f053b,,
